0,My_Own_000,0.0005,33.079922,27.659437,38.500407,16.056728,14.207172,17.906284,1.060191
1,My_Own_000,0.0050,35.581972,34.529958,36.633987,18.927747,18.396458,19.459035,0.879884
2,My_Own_000,0.0500,48.652894,47.503020,49.802769,29.576588,29.074540,30.078635,0.644980
3,My_Own_000,0.5000,264.739776,261.512961,267.966592,235.903465,230.228370,241.578560,0.122238
4,My_Own_000,1.0000,791.062321,776.662905,805.461738,830.862193,821.548774,840.175611,-0.047902
5,My_Own_001,0.0005,28.396909,27.859019,28.934799,27.137577,26.666557,27.608596,0.046405
6,My_Own_001,0.0050,53.254841,52.026118,54.483565,48.374121,47.008073,49.740170,0.100895
7,My_Own_001,0.0500,62.209091,60.249838,64.168343,51.151492,49.203843,53.099141,0.216174
8,My_Own_001,0.5000,85.770254,84.378178,87.162329,82.054799,80.395488,83.714110,0.045280
9,My_Own_001,1.0000,115.594457,114.979086,116.209827,113.395444,112.930599,113.860289,0.019392
10,My_Own_010,0.0005,33.502816,32.793710,34.211922,31.742428,31.075843,32.409012,0.055459
11,My_Own_010,0.0050,77.306690,76.330754,78.282626,74.400045,73.495261,75.304830,0.039068
12,My_Own_010,0.0500,101.582969,100.214026,102.951912,90.577490,89.432040,91.722939,0.121503
13,My_Own_010,0.5000,234.403391,229.428613,239.378168,258.520544,256.490958,260.550131,-0.093289
14,My_Own_010,1.0000,392.904430,384.591505,401.217354,474.363432,466.292933,482.433931,-0.171723
15,My_Own_011,0.0005,80.803808,72.000058,89.607558,56.923002,52.118123,61.727880,0.419528
16,My_Own_011,0.0050,156.344233,154.076629,158.611836,142.780896,141.088884,144.472909,0.094994
17,My_Own_011,0.0500,181.316184,178.412129,184.220239,157.734044,154.547048,160.921040,0.149506
18,My_Own_011,0.5000,225.873029,222.056709,229.689350,205.930496,199.780159,212.080833,0.096841
19,My_Own_011,1.0000,291.764319,272.365776,311.162861,256.465655,246.950632,265.980677,0.137635
20,My_Own_100,0.0005,29.464195,28.350252,30.578138,25.171888,24.443757,25.900020,0.170520
21,My_Own_100,0.0050,61.228334,60.491959,61.964709,47.715491,46.941680,48.489303,0.283196
22,My_Own_100,0.0500,93.870444,92.522886,95.218002,63.834781,63.115068,64.554494,0.470522
23,My_Own_100,0.5000,1749.735527,1734.970630,1764.500424,466.971773,461.829812,472.113734,2.746983
24,My_Own_100,1.0000,1552.506689,1545.583125,1559.430254,1409.230169,1324.529451,1493.930888,0.101670
25,My_Own_101,0.0005,33.964898,32.538459,35.391337,31.439426,30.499495,32.379358,0.080328
26,My_Own_101,0.0050,48.510568,47.394509,49.626627,43.770099,43.315032,44.225166,0.108304
27,My_Own_101,0.0500,48.163188,46.833319,49.493056,51.758583,49.780059,53.737106,-0.069465
28,My_Own_101,0.5000,90.590667,89.345969,91.835365,88.033511,87.302547,88.764474,0.029048
29,My_Own_101,1.0000,141.668083,139.189880,144.146286,137.454543,135.829721,139.079365,0.030654
30,My_Own_110,0.0005,117.033692,99.602887,134.464497,32.525961,30.172151,34.879771,2.598162
31,My_Own_110,0.0050,316.627263,312.550579,320.703946,71.733646,70.584480,72.882813,3.413930
32,My_Own_110,0.0500,406.113910,398.634196,413.593624,114.636241,112.620895,116.651587,2.542631
33,My_Own_110,0.5000,7416.736535,7343.941170,7489.531900,3967.934134,3797.493313,4138.374955,0.869168
34,My_Own_110,1.0000,5468.351531,5371.937220,5564.765843,3834.147783,3786.374319,3881.921247,0.426223
35,My_Own_111,0.0005,157.920625,154.076803,161.764448,144.220535,140.787339,147.653731,0.094994
36,My_Own_111,0.0050,482.824501,479.266568,486.382434,494.679369,490.964707,498.394030,-0.023965
37,My_Own_111,0.0500,493.929367,484.524606,503.334127,516.540301,504.795886,528.284715,-0.043774
38,My_Own_111,0.5000,588.111400,532.400959,643.821841,438.144199,382.128459,494.159938,0.342278
39,My_Own_111,1.0000,704.183651,628.714648,779.652654,529.390656,456.354379,602.426933,0.330178
